What does CPU stand for?,
Central Processing Unit,TRUE
Computer Processing Unit,FALSE
Central Program Utility,FALSE
Core Processing Unit,FALSE
Who co-founded Apple with Steve Jobs?,
Bill Gates,FALSE
Steve Wozniak,TRUE
Paul Allen,FALSE
Larry Page,FALSE
What does HTML stand for?,
Hyper Text Markup Language,TRUE
High Text Machine Language,FALSE
Hyper Transfer Markup Language,FALSE
Hyper Text Machine Logic,FALSE
In what year was the first iPhone released?,
2005,FALSE
2006,FALSE
2007,TRUE
2008,FALSE
What does RAM stand for?,
Read Access Memory,FALSE
Random Access Memory,TRUE
Rapid Access Module,FALSE
Read And Modify,FALSE
Which company developed the Android operating system?,
Apple,FALSE
Microsoft,FALSE
Google,TRUE
Samsung,FALSE
What is the binary representation of the number 8?,
0111,FALSE
1000,TRUE
1001,FALSE
1010,FALSE
What programming language is primarily used for web styling?,
JavaScript,FALSE
HTML,FALSE
CSS,TRUE
Python,FALSE
What does URL stand for?,
Uniform Resource Locator,TRUE
Universal Reference Link,FALSE
Uniform Reference Language,FALSE
United Resource Locator,FALSE
Which company created the Java programming language?,
Microsoft,FALSE
IBM,FALSE
Sun Microsystems,TRUE
Oracle,FALSE
What is the name of the worlds first computer bug?,
A moth,TRUE
A beetle,FALSE
A spider,FALSE
A fly,FALSE
What does GPU stand for?,
General Processing Unit,FALSE
Graphics Processing Unit,TRUE
Global Program Utility,FALSE
Graphics Program Uploader,FALSE
Which protocol is used to send emails?,
FTP,FALSE
HTTP,FALSE
SMTP,TRUE
SSH,FALSE
What does USB stand for?,
Universal Serial Bus,TRUE
Unified System Bridge,FALSE
Universal System Base,FALSE
United Serial Board,FALSE
What year was the World Wide Web invented?,
1985,FALSE
1987,FALSE
1989,TRUE
1991,FALSE
